Name,NumberOfInstances,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfClasses,MajorityClassPercentage
disclosure_z (1),662.0,0.0,4.0,0.0,0.0,
chscase_whale (1),,,,,,
sleuth_ex1221 (1),42.0,0.0,9.0,2.0,0.0,
disclosure_x_noise (1),662.0,0.0,4.0,0.0,0.0,
chscase_health (1),50.0,0.0,2.0,1.0,,
visualizing_hamster (1),73.0,0.0,6.0,0.0,0.0,
disclosure_x_bias (1),662.0,0.0,4.0,0.0,0.0,
rabe_148 (1),66.0,0.0,6.0,0.0,0.0,
BNG(baseball) (1),1000000.0,0.0,15.0,2.0,,
BNG(wisconsin) (1),1000000.0,0.0,33.0,0.0,0.0,
BNG(cleveland) (1),1000000.0,0.0,7.0,7.0,0.0,
BNG(cpu_act) (1),1000000.0,0.0,22.0,0.0,0.0,
BNG(pbc) (1),1000000.0,0.0,11.0,8.0,0.0,
BNG(autoHorse) (1),1000000.0,0.0,18.0,8.0,0.0,
BNG(lowbwt) (1),31104.0,0.0,3.0,7.0,0.0,
BNG(cholesterol) (1),1000000.0,0.0,7.0,7.0,0.0,
BNG(autoPrice) (1),1000000.0,0.0,16.0,0.0,0.0,
BNG(pharynx) (1),1000000.0,0.0,2.0,10.0,0.0,
BNG(2dplanes) (1),177147.0,0.0,11.0,0.0,0.0,
BNG(elevators) (1),1000000.0,0.0,19.0,0.0,0.0,
BNG(echoMonths) (1),17496.0,0.0,7.0,3.0,0.0,
ESL (2),488.0,0.0,5.0,0.0,0.0,
ESL (1),488.0,0.0,5.0,0.0,0.0,
SWD (1),1000.0,0.0,11.0,0.0,0.0,
LEV (1),1000.0,0.0,5.0,0.0,0.0,
ERA (1),1000.0,0.0,5.0,0.0,0.0,
BNG(breastTumor) (1),116640.0,0.0,2.0,8.0,0.0,
BNG(cpu_small) (1),1000000.0,0.0,13.0,0.0,0.0,
BNG(pwLinear) (1),177147.0,0.0,11.0,0.0,0.0,
BNG(wine_quality) (1),531441.0,0.0,12.0,0.0,0.0,
BNG(satellite_image) (1),1000000.0,0.0,37.0,0.0,0.0,
BNG(Ailerons) (1),1000000.0,0.0,41.0,0.0,0.0,
BNG(libras_move) (1),1000000.0,0.0,91.0,0.0,0.0,
BNG(puma32H) (1),1000000.0,0.0,33.0,0.0,0.0,
BNG(mv) (1),78732.0,0.0,8.0,3.0,0.0,
Click_prediction_small (1),1496391.0,0.0,11.0,1.0,2.0,95.53719582649187
Click_prediction_small (2),149639.0,0.0,11.0,1.0,2.0,95.5292403718282
Click_prediction_small (7),798964.0,399482.0,11.0,1.0,3.0,50.0
fourclass_scale (1),862.0,0.0,3.0,0.0,0.0,
german.numer (2),1000.0,0.0,25.0,0.0,0.0,
heart (1),270.0,0.0,14.0,0.0,0.0,
ijcnn (1),191681.0,0.0,23.0,0.0,0.0,
rcv1.binary (1),697641.0,0.0,47237.0,0.0,0.0,
real-sim (1),72309.0,0.0,20959.0,0.0,0.0,
splice (3),3175.0,0.0,61.0,0.0,0.0,
dbworld-bodies-stemmed (1),64.0,0.0,0.0,3722.0,2.0,54.6875
connect-4 (1),67557.0,0.0,127.0,0.0,0.0,
aloi (1),108000.0,0.0,129.0,0.0,0.0,
SensIT-Vehicle-Combined (1),98528.0,0.0,101.0,0.0,0.0,
news20 (2),19928.0,0.0,62062.0,0.0,0.0,
w1a (1),49749.0,0.0,301.0,0.0,0.0,
w2a (1),49749.0,0.0,301.0,0.0,0.0,
w3a (1),49749.0,0.0,301.0,0.0,0.0,
w4a (1),49749.0,0.0,301.0,0.0,0.0,
w5a (1),49749.0,0.0,301.0,0.0,0.0,
w6a (1),49749.0,0.0,301.0,0.0,0.0,
w7a (1),49749.0,0.0,301.0,0.0,0.0,
w8a (1),64700.0,0.0,301.0,0.0,0.0,
svmguide3 (1),1243.0,0.0,23.0,0.0,0.0,
iq_brain_size (1),20.0,0.0,6.0,3.0,0.0,
analcatdata_vehicle (1),48.0,0.0,1.0,4.0,0.0,
papir_1 (1),,,,,,
papir_2 (1),30.0,0.0,41.0,0.0,0.0,
hip (1),54.0,120.0,8.0,0.0,,
analcatdata_impeach (1),100.0,0.0,2.0,8.0,,
analcatdata_whale (1),228.0,20.0,6.0,2.0,,
wind (1),6574.0,0.0,15.0,0.0,0.0,
analcatdata_supreme (1),4052.0,0.0,8.0,0.0,0.0,
tecator (1),240.0,0.0,125.0,0.0,0.0,
nflpass (1),26.0,0.0,6.0,1.0,0.0,
sleep (2),62.0,38.0,10.0,1.0,0.0,
bank8FM (1),8192.0,0.0,9.0,0.0,0.0,
cpu_act (2),8192.0,0.0,22.0,0.0,0.0,
house_16H (1),22784.0,0.0,17.0,0.0,0.0,
kdd_coil_4 (1),316.0,56.0,9.0,3.0,0.0,
kdd_coil_5 (1),316.0,56.0,9.0,3.0,0.0,
kdd_coil_6 (1),316.0,56.0,9.0,3.0,0.0,
fri_c0_250_5 (1),250.0,0.0,6.0,0.0,0.0,
fri_c4_250_100 (1),250.0,0.0,101.0,0.0,0.0,
baseball-hitter (1),,,,,,
pollen (1),3848.0,0.0,6.0,0.0,0.0,
analcatdata_uktrainacc (1),31.0,150.0,16.0,0.0,,
houses (1),20640.0,0.0,9.0,0.0,0.0,
colleges_usnews (1),,,,,,
analcatdata_galapagos (1),30.0,6.0,7.0,1.0,0.0,
mu284 (1),284.0,0.0,11.0,0.0,0.0,
balloon (1),2001.0,0.0,3.0,0.0,0.0,
baseball-team (1),26.0,0.0,5.0,4.0,0.0,
pbcseq (1),1945.0,1133.0,13.0,6.0,0.0,
vinnie (1),380.0,0.0,3.0,0.0,0.0,
pollution (1),60.0,0.0,16.0,0.0,0.0,
transplant (1),131.0,0.0,4.0,0.0,0.0,
lmpavw (1),6875.0,0.0,1.0,0.0,0.0,
strikes (1),625.0,0.0,7.0,0.0,0.0,
quake (2),2178.0,0.0,4.0,0.0,0.0,
fri_c3_500_25 (1),500.0,0.0,26.0,0.0,0.0,
fri_c1_500_25 (1),500.0,0.0,26.0,0.0,0.0,
fri_c1_1000_50 (1),1000.0,0.0,51.0,0.0,0.0,
fri_c3_100_10 (1),100.0,0.0,11.0,0.0,0.0,
fri_c3_1000_25 (1),1000.0,0.0,26.0,0.0,0.0,
fri_c3_100_50 (1),100.0,0.0,51.0,0.0,0.0,
fri_c4_1000_100 (1),1000.0,0.0,101.0,0.0,0.0,
fri_c2_1000_25 (1),1000.0,0.0,26.0,0.0,0.0,
fri_c0_1000_50 (1),1000.0,0.0,51.0,0.0,0.0,
wind_correlations (1),45.0,0.0,47.0,0.0,,
baseball-pitcher (1),,,,,,
analcatdata_runshoes (1),60.0,14.0,5.0,6.0,0.0,
fri_c1_100_10 (1),100.0,0.0,11.0,0.0,0.0,
fri_c4_1000_25 (1),1000.0,0.0,26.0,0.0,0.0,
fri_c1_1000_10 (1),1000.0,0.0,11.0,0.0,0.0,
fri_c2_100_5 (1),100.0,0.0,6.0,0.0,0.0,
fri_c2_250_5 (1),250.0,0.0,6.0,0.0,0.0,
fri_c2_500_5 (1),500.0,0.0,6.0,0.0,0.0,
fri_c0_1000_25 (1),1000.0,0.0,26.0,0.0,0.0,
fri_c2_1000_5 (1),1000.0,0.0,6.0,0.0,0.0,
fri_c0_100_50 (1),100.0,0.0,51.0,0.0,0.0,
USCrime (1),47.0,0.0,14.0,0.0,0.0,
qsabr1 (1),15.0,0.0,10.0,0.0,0.0,
qsbr_rw1 (1),14.0,0.0,51.0,0.0,0.0,
rabe_166 (1),40.0,0.0,3.0,0.0,0.0,
sleuth_ex1605 (1),62.0,0.0,6.0,0.0,0.0,
chscase_vine2 (1),468.0,0.0,3.0,0.0,0.0,
visualizing_galaxy (1),323.0,0.0,5.0,0.0,0.0,
chscase_census4 (1),400.0,0.0,8.0,0.0,0.0,
chscase_census3 (1),400.0,0.0,8.0,0.0,0.0,
chscase_demand (1),27.0,0.0,11.0,0.0,0.0,
visualizing_slope (1),44.0,0.0,4.0,0.0,0.0,
disclosure_x_tampered (1),662.0,0.0,4.0,0.0,0.0,
visualizing_environmental (1),111.0,0.0,4.0,0.0,0.0,
chscase_funds (1),185.0,0.0,2.0,0.0,,
fri_c0_100_25 (1),100.0,0.0,26.0,0.0,0.0,
fri_c4_100_100 (1),100.0,0.0,101.0,0.0,0.0,
fri_c0_250_25 (1),250.0,0.0,26.0,0.0,0.0,
fri_c0_500_10 (1),500.0,0.0,11.0,0.0,0.0,
fri_c2_100_25 (1),100.0,0.0,26.0,0.0,0.0,
fri_c1_100_5 (1),100.0,0.0,6.0,0.0,0.0,
fri_c2_250_10 (1),250.0,0.0,11.0,0.0,0.0,
fri_c3_250_25 (1),250.0,0.0,26.0,0.0,0.0,
sleuth_ex1714 (1),47.0,0.0,8.0,0.0,0.0,
rabe_265 (1),51.0,0.0,7.0,0.0,0.0,
fri_c1_250_5 (1),250.0,0.0,6.0,0.0,0.0,
fri_c3_250_10 (1),250.0,0.0,11.0,0.0,0.0,
fri_c0_250_50 (1),250.0,0.0,51.0,0.0,0.0,
fri_c4_500_10 (1),500.0,0.0,11.0,0.0,0.0,
fri_c2_250_25 (1),250.0,0.0,26.0,0.0,0.0,
fri_c2_1000_10 (1),1000.0,0.0,11.0,0.0,0.0,
fri_c4_1000_50 (1),1000.0,0.0,51.0,0.0,0.0,
fri_c3_1000_10 (1),1000.0,0.0,11.0,0.0,0.0,
fri_c0_1000_5 (1),1000.0,0.0,6.0,0.0,0.0,
fri_c4_500_100 (1),500.0,0.0,101.0,0.0,0.0,
fri_c1_500_5 (1),500.0,0.0,6.0,0.0,0.0,
fri_c3_250_50 (1),250.0,0.0,51.0,0.0,0.0,
fri_c0_500_25 (1),500.0,0.0,26.0,0.0,0.0,
fri_c2_100_10 (1),100.0,0.0,11.0,0.0,0.0,
fri_c0_250_10 (1),250.0,0.0,11.0,0.0,0.0,
fri_c1_100_50 (1),100.0,0.0,51.0,0.0,0.0,
fri_c1_500_50 (1),500.0,0.0,51.0,0.0,0.0,
fri_c2_250_50 (1),250.0,0.0,51.0,0.0,0.0,
fri_c4_100_10 (1),100.0,0.0,11.0,0.0,0.0,
fri_c1_500_10 (1),500.0,0.0,11.0,0.0,0.0,
fri_c4_100_50 (1),100.0,0.0,51.0,0.0,0.0,
fri_c2_500_25 (1),500.0,0.0,26.0,0.0,0.0,
fri_c4_250_25 (1),250.0,0.0,26.0,0.0,0.0,
fri_c3_500_50 (1),500.0,0.0,51.0,0.0,0.0,
fri_c3_500_10 (1),500.0,0.0,11.0,0.0,0.0,
fri_c1_250_10 (1),250.0,0.0,11.0,0.0,0.0,
fri_c1_250_50 (1),250.0,0.0,51.0,0.0,0.0,
fri_c0_500_5 (1),500.0,0.0,6.0,0.0,0.0,
fri_c0_500_50 (1),500.0,0.0,51.0,0.0,0.0,
fri_c0_100_10 (1),100.0,0.0,11.0,0.0,0.0,
fri_c2_1000_50 (1),1000.0,0.0,51.0,0.0,0.0,
fri_c4_1000_10 (1),1000.0,0.0,11.0,0.0,0.0,
fri_c0_100_5 (1),100.0,0.0,6.0,0.0,0.0,
fri_c4_100_25 (1),100.0,0.0,26.0,0.0,0.0,
fri_c2_500_50 (1),500.0,0.0,51.0,0.0,0.0,
fri_c2_500_10 (1),500.0,0.0,11.0,0.0,0.0,
fri_c3_1000_5 (1),1000.0,0.0,6.0,0.0,0.0,
fri_c1_100_25 (1),100.0,0.0,26.0,0.0,0.0,
fri_c2_100_50 (1),100.0,0.0,51.0,0.0,0.0,
sleuth_case1102 (1),34.0,0.0,6.0,3.0,0.0,
rabe_266 (1),120.0,0.0,3.0,0.0,0.0,
chscase_census6 (1),400.0,0.0,7.0,0.0,0.0,
rmftsa_ladata (1),508.0,0.0,11.0,0.0,0.0,
chscase_adopt (1),,,,,,
chscase_census5 (1),400.0,0.0,8.0,0.0,0.0,
fri_c3_100_5 (1),100.0,0.0,6.0,0.0,0.0,
fri_c1_1000_5 (1),1000.0,0.0,6.0,0.0,0.0,
fri_c3_250_5 (1),250.0,0.0,6.0,0.0,0.0,
fri_c1_250_25 (1),250.0,0.0,26.0,0.0,0.0,
fri_c4_250_10 (1),250.0,0.0,11.0,0.0,0.0,
fri_c4_500_50 (1),500.0,0.0,51.0,0.0,0.0,
fri_c3_500_5 (1),500.0,0.0,6.0,0.0,0.0,
fri_c3_1000_50 (1),1000.0,0.0,51.0,0.0,0.0,
fri_c4_250_50 (1),250.0,0.0,51.0,0.0,0.0,
fri_c1_1000_25 (1),1000.0,0.0,26.0,0.0,0.0,
humans_numeric (1),75.0,0.0,15.0,0.0,0.0,
Crash (1),,,,,,
Brainsize (1),40.0,3.0,6.0,1.0,0.0,
Acorns (1),39.0,0.0,3.0,2.0,0.0,
ICU (1),200.0,0.0,21.0,0.0,0.0,
pubexpendat (1),48.0,0.0,7.0,1.0,0.0,
EgyptianSkulls (1),150.0,0.0,5.0,0.0,0.0,
qqdefects_numeric (1),31.0,33.0,3.0,28.0,0.0,
colon-cancer (1),62.0,0.0,2001.0,0.0,0.0,
svmguide1 (1),7089.0,0.0,5.0,0.0,0.0,
duke-breast-cancer (1),86.0,0.0,7130.0,0.0,0.0,
fourclass (1),862.0,0.0,3.0,0.0,0.0,
a3a (1),32561.0,0.0,124.0,0.0,0.0,
a4a (1),32561.0,0.0,124.0,0.0,0.0,
a5a (1),32561.0,0.0,124.0,0.0,0.0,
a6a (1),32561.0,0.0,124.0,0.0,0.0,
a7a (1),32561.0,0.0,124.0,0.0,0.0,
a9a (1),48842.0,0.0,124.0,0.0,0.0,
lungcancer_GSE31210 (1),226.0,0.0,21.0,3.0,2.0,84.51327433628319
Kaggle_bike_sharing_demand_challange (1),10886.0,0.0,6.0,6.0,0.0,
contact-lenses (1),24.0,0.0,0.0,5.0,,
cpu.with.vendor (1),209.0,0.0,7.0,1.0,,
KnuggetChase3 (1),194.0,0.0,39.0,1.0,2.0,81.44329896907216
MeanWhile1 (1),253.0,0.0,37.0,1.0,2.0,89.32806324110672
MindCave2 (1),125.0,0.0,39.0,1.0,2.0,64.8
treepipit (1),86.0,0.0,10.0,0.0,0.0,
MIP-2016-regression (1),1090.0,0.0,145.0,2.0,0.0,
MIP-2016-classification (1),218.0,0.0,145.0,2.0,5.0,38.532110091743114
ASP-POTASSCO-regression (1),14234.0,200838.0,140.0,2.0,0.0,
ASP-POTASSCO-classification (1),1294.0,18258.0,140.0,2.0,11.0,19.938176197836167
rainfall_bangladesh (3),16755.0,0.0,2.0,2.0,0.0,
CPMP-2015-runtime-classification (1),527.0,0.0,22.0,1.0,4.0,39.46869070208729
MIP-2016-PAR10-classification (1),218.0,0.0,143.0,1.0,5.0,38.532110091743114
BNG(auto_price) (1),1000000.0,0.0,15.0,1.0,0.0,
Sick_numeric (2),3772.0,0.0,29.0,1.0,2.0,93.87592788971371
ilpd-numeric (2),583.0,0.0,10.0,1.0,2.0,71.35506003430531
ilpd-numeric (1),583.0,0.0,11.0,0.0,0.0,
iris_test_upload (1),150.0,0.0,4.0,1.0,3.0,33.33333333333333
Elegibilidade (1),269177.0,0.0,0.0,1.0,2.0,55.93791445777314
kc1-numeric (1),145.0,0.0,95.0,0.0,0.0,
cnae-9 (2),240.0,0.0,856.0,1.0,2.0,50.0
isolet (2),600.0,0.0,617.0,1.0,2.0,50.0
USPS (3),1424.0,0.0,256.0,1.0,2.0,50.28089887640449
seattlecrime6 (1),523590.0,6916.0,2.0,6.0,144.0,25.07630015852098
us_crime (1),1994.0,39202.0,127.0,0.0,0.0,
crimecommunitynums (1),1994.0,39202.0,127.0,0.0,0.0,
crimecommunitynums2 (1),1994.0,0.0,127.0,0.0,0.0,
sleep (1),62.0,12.0,8.0,0.0,0.0,
a8a (1),32561.0,0.0,124.0,0.0,0.0,
nki70.arff (1),144.0,0.0,73.0,4.0,0.0,
german.numer (1),1000.0,0.0,25.0,0.0,0.0,
BNG(stock) (1),59049.0,0.0,10.0,0.0,0.0,
GAMETES_Epistasis_2-Way_1000atts_0.4H_EDM-1_EDM-1_1 (1),1600.0,0.0,0.0,1001.0,2.0,50.0
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001 (1),1600.0,0.0,0.0,21.0,2.0,50.0
birds (3),645.0,0.0,258.0,21.0,2.0,97.82945736434108
emotions (3),593.0,0.0,72.0,6.0,2.0,70.82630691399663
RAM_price (1),333.0,0.0,3.0,0.0,0.0,
Klaverjas2018 (1),981541.0,0.0,32.0,1.0,2.0,53.82750185677421
Titanic (4),1307.0,0.0,8.0,0.0,0.0,
microaggregation2 (1),20000.0,0.0,20.0,1.0,5.0,55.81
airlines (2),539383.0,0.0,3.0,5.0,2.0,55.45577076029464
Weather (3),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Weather (4),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Weather (5),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Weather (6),14.0,0.0,2.0,3.0,2.0,64.28571428571429
mj (1),8.0,0.0,0.0,1.0,,
mom (1),140.0,0.0,3.0,1.0,,
Weather (7),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Weather (8),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Weather (9),14.0,0.0,2.0,3.0,2.0,64.28571428571429
Honey_bee_Seasonal_mortality (1),4758.0,0.0,1.0,38.0,,
pathogen_survey_dataset (3),944.0,0.0,10.0,7.0,,
riccardo (1),20000.0,0.0,4296.0,1.0,2.0,75.0
kick (1),72983.0,149271.0,14.0,19.0,2.0,87.70124549552635
dilbert (1),10000.0,0.0,2000.0,1.0,5.0,20.49
fabert (1),8237.0,0.0,800.0,1.0,7.0,23.394439723200197
robert (1),10000.0,0.0,7200.0,1.0,10.0,10.43
volkert (1),58310.0,0.0,180.0,1.0,10.0,21.961927628194136
dionis (1),416188.0,0.0,60.0,1.0,355.0,0.5932415158534124
jannis (1),83733.0,0.0,54.0,1.0,4.0,46.00575639234233
helena (1),65196.0,0.0,27.0,1.0,100.0,6.143014908890116
christine (1),5418.0,0.0,1599.0,38.0,2.0,50.0
jasmine (1),2984.0,0.0,8.0,137.0,2.0,50.0
madeline (1),3140.0,0.0,259.0,1.0,2.0,50.28662420382166
philippine (1),5832.0,0.0,308.0,1.0,2.0,50.0
sylvine (1),5124.0,0.0,20.0,1.0,2.0,50.0
albert (1),425240.0,2734000.0,26.0,53.0,2.0,50.0
MiniBooNE (1),130064.0,0.0,50.0,1.0,2.0,71.93766145897405
ada (1),4147.0,0.0,48.0,1.0,2.0,75.1868820834338
arcene (2),100.0,0.0,10000.0,1.0,2.0,56.00000000000001
gina (1),3153.0,0.0,970.0,1.0,2.0,50.84046939422772
guillermo (1),20000.0,0.0,4296.0,1.0,2.0,59.985
rl (1),31406.0,29756.0,8.0,15.0,2.0,90.46360568044321
APSFailure (1),76000.0,1078695.0,170.0,1.0,2.0,98.19078947368422
mauna-loa-atmospheric-co2 (1),2225.0,0.0,6.0,1.0,0.0,
delays_zurich_transport (1),5465575.0,132617.0,11.0,1.0,0.0,
mnist_rotation (1),62000.0,0.0,785.0,0.0,0.0,
USPS (1),9298.0,0.0,257.0,0.0,0.0,
Bike (1),4435.0,0.0,11.0,0.0,,
sylva_agnostic (2),14395.0,0.0,40.0,177.0,,
ada_agnostic (2),4562.0,0.0,6.0,43.0,,
Moneyball (2),1232.0,3600.0,9.0,6.0,0.0,
Short_Track_Speed_Skating (2),,,,,,
tamilnadu-electricity (3),45781.0,0.0,2.0,2.0,20.0,6.34761145453354
CD4 (1),16484.0,0.0,62.0,0.0,,
Weather (2),14.0,0.0,2.0,3.0,2.0,64.28571428571429
emotions (5),593.0,0.0,72.0,6.0,,
image (4),2000.0,0.0,135.0,5.0,,
reuters (4),2000.0,0.0,243.0,7.0,,
scene (6),2407.0,0.0,294.0,6.0,,
andro (3),49.0,0.0,36.0,0.0,,
atp1d (3),337.0,0.0,417.0,0.0,,
Domainome (1),1637.0,13231887.0,9838.0,0.0,3.0,64.69150885766646
conference_attendance (1),246.0,0.0,0.0,7.0,2.0,87.39837398373986
black_friday (1),166821.0,0.0,6.0,4.0,0.0,
atp7d (3),296.0,0.0,417.0,0.0,,
edm (3),154.0,0.0,18.0,0.0,,
enb (3),768.0,0.0,10.0,0.0,,
jura (3),359.0,0.0,18.0,0.0,,
scpf (3),1137.0,9255.0,26.0,0.0,,
sf1 (3),323.0,0.0,3.0,10.0,,
sf2 (3),1066.0,0.0,3.0,10.0,,
slump (3),103.0,0.0,10.0,0.0,,
youtube (3),404.0,0.0,30.0,1.0,,
Weather (1),14.0,0.0,2.0,3.0,2.0,64.28571428571429
test_dataset (3),15547.0,280.0,61.0,0.0,0.0,
test_dataset (4),15547.0,280.0,61.0,0.0,0.0,
test_dataset (5),15547.0,280.0,61.0,0.0,0.0,
iris (10),150.0,0.0,4.0,1.0,3.0,33.33333333333333
Diabetes(scikit-learn) (1),442.0,0.0,11.0,0.0,0.0,
Diabetes(scikit-learn) (2),442.0,0.0,11.0,0.0,0.0,
Diabetes(scikit-learn) (3),442.0,0.0,11.0,0.0,0.0,
Diabetes(scikit-learn) (4),442.0,0.0,11.0,0.0,0.0,
Diabetes(scikit-learn) (5),442.0,0.0,11.0,0.0,0.0,
Diabetes(scikit-learn) (6),442.0,0.0,11.0,0.0,0.0,
iris (13),150.0,0.0,4.0,1.0,,
iris (14),150.0,0.0,4.0,1.0,3.0,33.33333333333333
iris (11),150.0,0.0,4.0,1.0,,
iris (12),150.0,0.0,4.0,1.0,3.0,33.33333333333333
shuttle (1),58000.0,0.0,9.0,1.0,7.0,78.59655172413792
genbase (2),662.0,0.0,0.0,1213.0,2.0,88.06646525679758
image (2),2000.0,0.0,135.0,5.0,2.0,79.55
langLog (1),1460.0,0.0,1004.0,75.0,2.0,98.6986301369863
reuters (2),2000.0,0.0,243.0,7.0,2.0,58.45
scene (4),2407.0,0.0,294.0,6.0,2.0,82.26007478188616
slashdot (3),3782.0,0.0,1079.0,22.0,2.0,98.01692226335271
yeast (4),2417.0,0.0,103.0,14.0,2.0,68.47331402565163
sarcasm_detection (1),91298.0,0.0,1.0,0.0,0.0,
birds (4),645.0,0.0,258.0,21.0,,
emotions (4),593.0,0.0,72.0,6.0,,
enron (3),1702.0,0.0,0.0,1054.0,,
genbase (3),662.0,0.0,0.0,1212.0,,
image (3),2000.0,0.0,135.0,5.0,,
langLog (2),1460.0,0.0,1004.0,75.0,,
reuters (3),2000.0,0.0,243.0,7.0,,
scene (5),2407.0,0.0,294.0,6.0,,
slashdot (4),3782.0,0.0,1079.0,22.0,,
yeast (8),2417.0,0.0,103.0,14.0,,
andro (2),49.0,0.0,36.0,0.0,,
atp1d (2),337.0,0.0,417.0,0.0,,
atp7d (2),296.0,0.0,417.0,0.0,,
edm (2),154.0,0.0,18.0,0.0,,
enb (2),768.0,0.0,10.0,0.0,,
jura (2),359.0,0.0,18.0,0.0,,
osales (2),639.0,10012.0,413.0,0.0,,
rf1 (2),9125.0,3264.0,72.0,0.0,,
rf2 (2),9125.0,356160.0,584.0,0.0,,
scm1d (2),9803.0,0.0,296.0,0.0,,
scm20d (2),8966.0,0.0,77.0,0.0,,
scpf (2),1137.0,9255.0,26.0,0.0,,
sf1 (2),323.0,0.0,3.0,10.0,,
sf2 (2),1066.0,0.0,3.0,10.0,,
slump (2),103.0,0.0,10.0,0.0,,
wq (2),1060.0,0.0,30.0,0.0,,
youtube (2),404.0,0.0,30.0,1.0,,
NewFuelCar (1),36203.0,8971.0,18.0,0.0,0.0,
iris (9),150.0,0.0,4.0,1.0,,
Indian_pines (1),9144.0,0.0,220.0,1.0,8.0,44.291338582677156
COMET_MC (3),7619400.0,0.0,6.0,0.0,0.0,
Titanic (1),1309.0,3855.0,6.0,3.0,2.0,61.80290297937356
SyskillWebert-Bands (1),61.0,0.0,0.0,1.0,3.0,63.93442622950821
MIP-2016-PAR10-regression (1),1090.0,0.0,144.0,1.0,0.0,
Ceres-discovery-data (1),22.0,17.0,9.0,0.0,,
exercises (2),15000.0,0.0,7.0,1.0,,
TaskCreationTestDataset (2),150.0,0.0,4.0,1.0,,
semeion (2),319.0,0.0,256.0,1.0,2.0,50.470219435736674
spellman_yeast (1),6178.0,59017.0,82.0,0.0,,
SpokenArabicDigit (1),178526.0,57200.0,13.0,0.0,,
TUPRASBoilerData (1),44643.0,44643.0,7.0,1.0,,
1DUltrasoundMuscleContractionData (1),212872.0,0.0,3.0,0.0,,
Forex (2),375840.0,0.0,11.0,1.0,,
exercises (1),15000.0,0.0,7.0,1.0,,
branin (1),225.0,0.0,3.0,0.0,,
TaskCreationTestDataset (4),150.0,0.0,4.0,1.0,,
internet_usage (1),10108.0,2699.0,0.0,72.0,46.0,28.47249703205382
SyskillWebert-BioMedical (1),131.0,0.0,0.0,1.0,3.0,73.2824427480916
SyskillWebert-Goats (1),70.0,0.0,0.0,1.0,3.0,52.85714285714286
SyskillWebert-Sheep (1),65.0,0.0,0.0,1.0,2.0,78.46153846153847
TuningSVMs (2),156.0,0.0,90.0,1.0,2.0,62.82051282051282
TuningSVMs (3),156.0,0.0,80.0,1.0,2.0,60.256410256410255
TuningSVMs (1),156.0,0.0,80.0,1.0,2.0,65.38461538461539
SPECTF (2),267.0,0.0,44.0,1.0,2.0,79.40074906367043
CPMP-2015-runtime-regression (1),2108.0,0.0,23.0,1.0,0.0,
Sick_numeric (1),3772.0,0.0,30.0,0.0,,
TaskCreationTestDataset (3),150.0,0.0,4.0,1.0,,
TaskCreationTestDataset (1),150.0,0.0,4.0,1.0,,
Climate (1),577462.0,64563.0,2.0,0.0,,
Climate (2),577462.0,64563.0,2.0,0.0,,
MultilingualDS (1),65428.0,0.0,0.0,0.0,,
Kuzushiji-MNIST (1),70000.0,0.0,784.0,1.0,10.0,10.0
SAT11-HAND-runtime-classification (1),296.0,1810.0,115.0,1.0,14.0,30.74324324324325
SAT11-HAND-runtime-regression (1),4440.0,27150.0,116.0,1.0,0.0,
FOREX_eursek-hour-Close (1),43825.0,0.0,11.0,1.0,2.0,50.29777524244153
FOREX_usddkk-day-Close (1),1832.0,0.0,11.0,1.0,2.0,50.0
FOREX_audnzd-hour-Close (1),43825.0,0.0,11.0,1.0,2.0,50.82715345122647
GTSRB-HOG03 (1),51839.0,0.0,2916.0,1.0,43.0,5.78714867184938
GTSRB-HOG01 (1),51839.0,0.0,1568.0,1.0,43.0,5.78714867184938
GTSRB-HOG02 (1),51839.0,0.0,1568.0,1.0,43.0,5.78714867184938
GTSRB-HueHist (1),51839.0,0.0,256.0,1.0,43.0,5.78714867184938
Kuzushiji-49 (1),270912.0,0.0,784.0,1.0,49.0,2.5838648712497045
FOREX_eurpln-minute-High (1),375840.0,0.0,11.0,1.0,2.0,56.65096849723287
FOREX_eurhuf-hour-High (1),43825.0,0.0,11.0,1.0,2.0,61.3622361665716
FOREX_eurcad-day-Close (1),1834.0,0.0,11.0,1.0,2.0,51.79934569247546
FOREX_eurusd-minute-Close (1),375840.0,0.0,11.0,1.0,2.0,51.57620263942104
FOREX_eurcad-hour-High (1),43825.0,0.0,11.0,1.0,2.0,51.91329150028522
FOREX_eurnzd-day-High (1),1832.0,0.0,11.0,1.0,2.0,52.12882096069868
FOREX_eurjpy-day-High (1),1832.0,0.0,11.0,1.0,2.0,51.03711790393013
FOREX_eurusd-day-High (1),1837.0,0.0,11.0,1.0,2.0,52.095808383233525
FOREX_audcad-day-High (1),1834.0,0.0,11.0,1.0,2.0,50.763358778625964
FOREX_usdjpy-day-Close (1),1835.0,0.0,11.0,1.0,2.0,50.84468664850136
FOREX_cadchf-hour-High (1),43825.0,0.0,11.0,1.0,2.0,51.15116942384483
FOREX_usdjpy-minute-High (1),375840.0,0.0,11.0,1.0,2.0,55.54065559812686
